H/A,対戦相手,試合結果,得点,失点,得点計,失点計,得失点差,勝ち点,順位
A,岐阜,△,2,2,2,2,0,1,10
A,熊本,●,1,2,3,4,-1,1,15
H,町田,●,0,3,3,7,-4,1,20
H,京都,○,2,1,5,8,-3,4,15
A,福岡,●,0,4,5,12,-7,4,19
H,湘南,●,1,2,6,14,-8,4,19
A,北九州,●,0,1,6,15,-9,4,19
H,甲府,△,0,0,6,15,-9,5,20
A,岡山,●,0,2,6,17,-11,5,22
H,愛媛,●,1,4,7,21,-14,5,22
A,栃木,○,1,0,8,21,-13,8,21
H,富山,○,1,0,9,21,-12,11,17
A,大分,●,0,3,9,24,-15,11,20
H,水戸,○,2,1,11,25,-14,14,16
A,徳島,●,0,3,11,28,-17,14,17
H,横浜FC,●,2,5,13,33,-20,14,18
A,山形,●,1,5,14,38,-24,14,20
H,東京Ｖ,●,0,2,14,40,-26,14,20
A,千葉,●,1,3,15,43,-28,14,20
H,松本,●,0,1,15,44,-29,14,21
A,草津,○,2,1,17,45,-28,17,20
H,北九州,●,1,2,18,47,-29,17,20
H,栃木,●,0,2,18,49,-31,17,20
A,東京Ｖ,●,0,1,18,50,-32,17,21
A,横浜FC,●,1,3,19,53,-34,17,21
H,岐阜,○,1,0,20,53,-33,20,20
A,京都,●,1,3,21,56,-35,20,20
H,岡山,●,0,2,21,58,-37,20,20
H,千葉,○,2,1,23,59,-36,23,19
A,町田,△,0,0,23,59,-36,24,19
H,徳島,●,0,3,23,62,-39,24,19
A,水戸,●,0,2,23,64,-41,24,20
H,山形,○,2,1,25,65,-40,27,19
A,甲府,△,1,1,26,66,-40,28,21
A,松本,●,1,7,27,73,-46,28,21
H,草津,○,2,0,29,73,-44,31,20
A,富山,●,1,2,30,75,-45,31,21
A,愛媛,△,0,0,30,75,-45,32,21
H,大分,○,1,0,31,75,-44,35,20
H,熊本,●,0,1,31,76,-45,35,20
A,湘南,●,0,1,31,77,-46,35,21
H,福岡,○,2,1,33,78,-45,38,20
