H/A,対戦相手,試合結果,得点,失点,得点計,失点計,得失点差,勝ち点,順位
A,水戸,△,1,1,1,1,0,1,11
H,鳥取,△,0,0,1,1,0,2,14
A,岐阜,△,0,0,1,1,0,3,15
H,横浜FC,○,1,0,2,1,1,6,6
A,神戸,●,1,4,3,5,-2,6,14
A,栃木,●,0,3,3,8,-5,6,19
H,千葉,●,0,2,3,10,-7,6,21
A,愛媛,●,0,2,3,12,-9,6,21
H,福岡,●,0,1,3,13,-10,6,21
A,岡山,●,0,2,3,15,-12,6,21
H,徳島,○,4,1,7,16,-9,9,20
A,松本,△,1,1,8,17,-9,10,20
H,東京Ｖ,●,0,1,8,18,-10,10,20
A,京都,●,1,2,9,20,-11,10,20
A,Ｇ大阪,●,1,5,10,25,-15,10,21
H,北九州,△,0,0,10,25,-15,11,21
H,長崎,●,1,2,11,27,-16,11,21
A,富山,△,0,0,11,27,-16,12,21
H,山形,△,2,2,13,29,-16,13,22
A,熊本,○,3,2,16,31,-15,16,21
H,札幌,○,2,0,18,31,-13,19,20
A,福岡,●,0,1,18,32,-14,19,21
H,水戸,●,0,1,18,33,-15,19,21
A,長崎,●,0,1,18,34,-16,19,21
A,徳島,●,1,4,19,38,-19,19,21
H,富山,△,1,1,20,39,-19,20,22
H,松本,○,3,0,23,39,-16,23,21
A,山形,△,1,1,24,40,-16,24,21
H,熊本,○,1,0,25,40,-15,27,20
A,千葉,△,2,2,27,42,-15,28,20
H,愛媛,○,2,1,29,43,-14,31,18
A,横浜FC,●,0,2,29,45,-16,31,19
H,岐阜,●,0,1,29,46,-17,31,20
H,栃木,●,0,1,29,47,-18,31,20
A,東京Ｖ,●,1,2,30,49,-19,31,20
A,札幌,○,3,1,33,50,-17,34,20
H,京都,●,2,3,35,53,-18,34,20
H,岡山,○,2,1,37,54,-17,37,20
A,北九州,●,2,3,39,57,-18,37,20
A,鳥取,△,1,1,40,58,-18,38,20
H,神戸,△,2,2,42,60,-18,39,20
H,Ｇ大阪,△,1,1,43,61,-18,40,20
