H/A,対戦相手,試合結果,得点,失点,得点計,失点計,得失点差,勝ち点,順位
A,岡山,●,0,3,0,3,-3,0,22
H,讃岐,○,1,0,1,3,-2,3,14
A,徳島,●,0,1,1,4,-3,3,17
H,金沢,●,0,2,1,6,-5,3,21
A,大分,●,2,6,3,12,-9,3,22
H,Ｃ大阪,●,0,2,3,14,-11,3,22
A,東京Ｖ,●,3,4,6,18,-12,3,22
H,栃木,●,0,1,6,19,-13,3,22
A,福岡,△,2,2,8,21,-13,4,22
H,長崎,○,1,0,9,21,-12,7,21
A,北九州,●,1,2,10,23,-13,7,22
H,京都,△,1,1,11,24,-13,8,22
H,愛媛,○,2,1,13,25,-12,11,21
A,熊本,○,2,1,15,26,-11,14,18
H,大宮,●,0,5,15,31,-16,14,19
H,水戸,△,1,1,16,32,-16,15,19
A,横浜FC,●,2,3,18,35,-17,15,20
H,札幌,●,0,1,18,36,-18,15,20
A,磐田,○,3,2,21,38,-17,18,19
H,群馬,△,1,1,22,39,-17,19,19
A,千葉,●,1,3,23,42,-19,19,21
H,東京Ｖ,●,0,2,23,44,-21,19,21
H,横浜FC,●,0,1,23,45,-22,19,22
A,金沢,△,1,1,24,46,-22,20,22
H,磐田,○,2,0,26,46,-20,23,21
A,大宮,●,0,5,26,51,-25,23,22
H,熊本,●,0,1,26,52,-26,23,22
A,Ｃ大阪,●,0,1,26,53,-27,23,22
A,栃木,○,1,0,27,53,-26,26,22
A,群馬/27節,○,1,0,28,53,-25,29,21
H,北九州,○,1,0,29,53,-24,32,20
H,大分,●,0,3,29,56,-27,32,20
A,札幌,○,2,1,31,57,-26,35,20
A,水戸,○,2,0,33,57,-24,38,18
H,徳島,●,1,2,34,59,-25,38,19
A,京都,△,0,0,34,59,-25,39,19
A,長崎,●,1,2,35,61,-26,39,20
H,千葉,○,1,0,36,61,-25,42,17
A,愛媛,●,0,3,36,64,-28,42,20
H,岡山,△,0,0,36,64,-28,43,20
A,讃岐,●,0,3,36,67,-31,43,20
H,福岡,●,1,4,37,71,-34,43,20
