H/A,対戦相手,試合結果,得点,失点,得点計,失点計,得失点差,勝ち点,順位
A,東京Ｖ,●,1,2,1,2,-1,0,13
H,水戸,△,0,0,1,2,-1,1,15
H,岐阜,●,2,3,3,5,-2,1,20
A,徳島,●,1,4,4,9,-5,1,21
H,讃岐,○,6,1,10,10,0,4,16
H,京都,○,2,0,12,10,2,7,12
A,大分,●,0,4,12,14,-2,7,15
A,金沢,●,1,3,13,17,-4,7,19
H,町田,○,3,2,16,19,-3,10,16
A,福岡,●,1,3,17,22,-5,10,19
A,甲府,△,1,1,18,23,-5,11,18
H,岡山,○,1,0,19,23,-4,14,16
A,大宮,○,1,0,20,23,-3,17,14
H,新潟,●,1,2,21,25,-4,17,16
A,横浜FC,△,3,3,24,28,-4,18,18
H,熊本,○,3,1,27,29,-2,21,13
H,山口,△,2,2,29,31,-2,22,12
A,山形,●,1,2,30,33,-3,22,14
H,愛媛,○,2,1,32,34,-2,25,12
A,松本,●,2,4,34,38,-4,25,14
A,栃木,○,1,0,35,38,-3,28,13
H,大宮,●,1,3,36,41,-5,28,16
H,金沢,●,3,4,39,45,-6,28,16
A,讃岐,●,1,2,40,47,-7,28,17
H,甲府,○,2,1,42,48,-6,31,16
A,新潟,○,2,1,44,49,-5,34,14
H,松本,●,2,3,46,52,-6,34,15
A,町田,△,3,3,49,55,-6,35,16
A,水戸,●,0,1,49,56,-7,35,16
H,東京Ｖ,●,2,3,51,59,-8,35,16
A,山口,○,4,0,55,59,-4,38,16
A,岡山,○,2,0,57,59,-2,41,13
H,福岡,△,3,3,60,62,-2,42,13
H,横浜FC,●,0,1,60,63,-3,42,16
A,愛媛,●,0,1,60,64,-4,42,16
A,熊本,○,3,1,63,65,-2,45,15
H,山形,○,2,1,65,66,-1,48,14
H,大分,●,2,4,67,70,-3,48,16
A,岐阜,●,0,2,67,72,-5,48,16
H,徳島,○,2,0,69,72,-3,51,16
A,京都,○,3,0,72,72,0,54,13
H,栃木,△,0,0,72,72,0,55,14
