H/A,対戦相手,試合結果,得点,失点,得点計,失点計,得失点差,勝ち点,順位
A,福岡,●,0,2,0,2,-2,0,19
H,横浜FC,●,0,1,0,3,-3,0,21
A,千葉,○,3,2,3,5,-2,3,15
A,京都,●,1,2,4,7,-3,3,19
H,栃木,△,1,1,5,8,-3,4,18
A,愛媛,○,3,1,8,9,-1,7,13
H,甲府,●,3,4,11,13,-2,7,16
A,東京Ｖ,△,0,0,11,13,-2,8,16
H,徳島,△,0,0,11,13,-2,9,18
A,岡山,△,0,0,11,13,-2,10,18
H,金沢,●,0,1,11,14,-3,10,19
A,熊本,○,2,1,13,15,-2,13,17
H,松本,○,2,0,15,15,0,16,16
A,大分,●,1,2,16,17,-1,16,18
A,大宮,○,2,0,18,17,1,19,13
H,新潟,○,2,1,20,18,2,22,9
H,水戸,○,4,0,24,18,6,25,8
A,讃岐,○,1,0,25,18,7,28,7
H,町田,●,0,1,25,19,6,28,8
H,山口,△,2,2,27,21,6,29,11
A,山形,●,0,2,27,23,4,29,11
H,愛媛,●,1,2,28,25,3,29,12
A,甲府,○,3,1,31,26,5,32,11
A,横浜FC,●,0,3,31,29,2,32,12
H,讃岐,●,2,3,33,32,1,32,14
H,大分,●,0,2,33,34,-1,32,16
A,栃木,●,1,4,34,38,-4,32,16
H,京都,●,2,3,36,41,-5,32,17
H,熊本,●,0,2,36,43,-7,32,18
A,町田,●,0,1,36,44,-8,32,18
H,大宮,●,0,1,36,45,-9,32,18
A,新潟,●,0,5,36,50,-14,32,19
A,徳島,●,1,2,37,52,-15,32,19
H,東京Ｖ,△,1,1,38,53,-15,33,19
A,金沢,●,0,2,38,55,-17,33,20
A,山口,●,1,4,39,59,-20,33,20
H,岡山,○,2,1,41,60,-19,36,20
A,松本,△,0,0,41,60,-19,37,20
H,千葉,○,2,0,43,60,-17,40,20
H,山形,●,0,1,43,61,-18,40,20
A,水戸,△,1,1,44,62,-18,41,19
H,福岡,△,0,0,44,62,-18,42,20
